,Logradouro,Numero/KM,Município,Longitude,Latitude
321919,AVENIDA LUIZ DUMONT VILLARES,100,SAO PAULO,,
322178,RUA CUNHA BUENO,34,CARAPICUIBA,,
322198,ACESSO AVENIDA DOUTOR ULISSES GUIMARAES,1,DIADEMA,,
322204,IMIGRANTES,1,SAO PAULO,,
322256,AVENIDA ANTONELO DA MESSINA,,SAO PAULO,,
322415,PARQUE RAPOSO TAVARES,19000,SAO PAULO,,
322474,AVENIDA CASA VERDE,1267,SAO PAULO,,
322609,RUA SOLDADO CRISTOVAO MORAIS GARCIA,100,SAO PAULO,,
322640,MOGI  DUTRA,10,MOGI DAS CRUZES,,
322695,SP 015,190,SAO PAULO,,
322759,SP 015,444,SAO PAULO,,
322797,ESTRADA DE ITAPECERICA,23480,SAO PAULO,,
322884,SP 015,284,SAO PAULO,,
323138,AVENIDA DOUTOR HUGO BEOLCHI,1,SAO PAULO,,
323497,ACESSO  M BOI MIRIM,5.6,SAO PAULO,,
323506,RUA CHAPADA DE MINAS,210,SAO PAULO,,
323521,PONTE DO PIQUERI  PRACA COMENDADOR HIADA TORLAY,10,SAO PAULO,,
323534,RUA TAUBATE,91,ITAQUAQUECETUBA,,
323703,AVENIDA SANTOS DUMONT,1,SAO PAULO,,
323708,"PTE ENG ARI TORRES  PTE ENG ARI TORRES, SAO P",1,SAO PAULO,,
323797,RUA NICOLAU GENTILE,,TABOAO DA SERRA,,
324017,AVENIDA MARGINAL TIETE,100,SAO PAULO,,
324080,AVENIDA DIAMANTINA,186,FRANCISCO MORATO,,
324415,RUA JOAO CACHOEIRA,1562,SAO PAULO,,
324590,RUA IOLANDA MAHALI,1010,SANTANA DE PARNAIBA,,
324646,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO,,
324722,ESTR DO VARADOURO  ESTR DO VARADOURO  SANTA ISA,,SANTA ISABEL,,
324782,PRACA MIGUEL ABRAHAO  VILA ARICANDUVA  PRACA MIG,1,SAO PAULO,,
325275,AVENIDA INTERLAGOS,,SAO PAULO,,
325333,IMIGRANTES,7,SAO PAULO,,
325398,AVENIDA FRANCISCO FERREIRA LOPES,100,MOGI DAS CRUZES,,
325736,RUA MARIA TERESA,99,SAO PAULO,,
325754,VIADUTO DOS BANDEIRANTES,100,SAO PAULO,,
325782,ESTRADA DOS ALVARENGAS,601,SAO BERNARDO DO CAMPO,,
325796,RUA BRASILIO RODRIGUES,187,SANTO ANDRE,,
325826,PONTE ARICANDUVA,100,SAO PAULO,,
325999,AVENIDA ESCOLA POLITECNICA,100,SAO PAULO,,
326327,MARGINAL PINHEIROS,100,SAO PAULO,,
326373,AVENIDA PRINCIPE DE GALES,3190,SANTO ANDRE,,
326578,"PARQUE SHOPPING MAIA  AVENIDA BARTOLOMEU DE CARLOS, 2",,GUARULHOS,,
326827,AVENIDA PEDRO ALVARES CABRAL,100,SAO PAULO,,
326918,AVENIDA OTAVIO BRAGA DE MESQUITA,,GUARULHOS,,
327041,RUA MIGUEL YUNES,115,SAO PAULO,,
327336,RUA POVOADO DO RIO NOVO,1778,SAO PAULO,,
327395,AVENIDA GOIAS,100,SAO CAETANO DO SUL,,
327492,AVENIDA DOS AUTONOMISTAS,100,OSASCO,,
327529,RUA CARLOS VICARI,271,SAO PAULO,,
327576,AVENIDA YERVANT KISSAJIKIAN,2248,SAO PAULO,,
327886,ESTRADA DE BONSUCESSO,2600,GUARULHOS,,
328010,CENTRAL PLAZA SHOPPING  AVENIDA DR FRANCISCO MESQUIT,1836,SAO PAULO,,
328403,ACESSO 15 DE NOVEMBRO,,FERRAZ DE VASCONCELOS,,
328417,RUA VISCONDE DE SOUSA FRANCO,100,SAO PAULO,,
328476,ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,
328545,SP 280,,OSASCO,,
328621,MARGINAL TIETE PISTA EXPRESSA KM 18,,SAO PAULO,,
328634,AVENIDA PRESIDENTE KENEDY,1259,SAO PAULO,,
328972,RUA TITA RUFFO,759,SAO PAULO,,
328978,AVENIDA DOS METALURGICOS,100,SAO PAULO,,
329002,RUA PADRE MANUEL LUIS DE VERGUEIRO,867,SAO PAULO,,
329091,ACESSO DOUTOR EDUARDO COTCHING,1790,SAO PAULO,,
329101,ACESSO AVENIDA VINTE E TRES DE MAIO,100,SAO PAULO,,
329141,AVENIDA NELSON BRAIDO,10,SAO CAETANO DO SUL,,
329237,AVENIDA ARICANDUVA,14000,SAO PAULO,,
329336,VIADUTO ENG ALBERTO BADRA  VIADUTO ENG ALBERTO,100,SAO PAULO,,
329466,BR 381,100,SAO PAULO,,
329504,SP 348,14.9,SAO PAULO,,
329566,AVENIDA SARGENTO GERALDO SANTANA,1628,SAO PAULO,,
329662,RUA CAFE FILHO,35026,SAO BERNARDO DO CAMPO,,
329772,AVENIDA VITOR GABRIEL,3284,SAO PAULO,,
330095,SP 280,10,SAO PAULO,,
330236,RUA JOSE MASCARENHAS,,SAO PAULO,,
330300,RUA ALAGOAS,9999999,SAO PAULO,,
330488,AVENIDA SENADOR TEOTONIO VILELA,8500,SAO PAULO,,
330499,COLEGIO REGINA MUNDI  R MARQUES DE LAGES  2002,,SAO PAULO,,
330509,COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR,100,SAO PAULO,,
330544,AVENIDA PRESTES MAIA,900,SAO PAULO,,
330617,ESTRADA DO M'BOI MIRIM,1663,SAO PAULO,,
330693,RUA SANTA CRUZ,1801,SAO PAULO,,
330715,ROMEIROS KM 37,,SANTANA DE PARNAIBA,,
331009,AVENIDA EDU CHAVES,553,SAO PAULO,,
331264,AVENIDA GETULIO VARGAS,,OSASCO,,
331545,AVENIDA ARICANDUVA,10300,SAO PAULO,,
331648,AVENIDA RIO DAS PEDRAS,,SAO PAULO,,
331673,IMIGRANTES,10,DIADEMA,,
332633,AVENIDA LUIZ DUMONT VILLARES,707,SAO PAULO,,
332677,AVENIDA PREFEITO CARLOS FERREIRA LOPES,100,MOGI DAS CRUZES,,
332930,ESTRADA SAPOPEMBA,100,MAUA,,
332943,RUA ALDEIA DOS MACHACALIS,196,SAO PAULO,,
332945,AVENIDA MARECHAL TITO,1817,SAO PAULO,,
333062,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
333080,RUA JERUSALEM,1234,EMBU DAS ARTES,,
333088,AVENIDA CUPECE,,SAO PAULO,,
333207,SP 031,12588,SUZANO,,
333282,SP 150,99,SAO PAULO,,
333458,RUA SAO PASCAL,269,SAO PAULO,,
333734,ACESSO AVENIDA AVENIDA RAGUEB CHOHFI,100,SAO PAULO,,
333931,ESTRADA BELA VISTA,100,SANTANA DE PARNAIBA,,
334136,AVENIDA JACUPESSEGO,100,SAO PAULO,,
334265,PARQUE RAPOSO TAVARES,10,SAO PAULO,,
334497,RUA VINTE E UM DE MARCO,100,FRANCISCO MORATO,,
334509,RUA BELISARIO JOSE DE OLIVEIRA,112,EMBU DAS ARTES,,
334530,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
334565,VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE,61,OSASCO,,
334627,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO,,
335289,RUA AUGUSTA,100,SAO PAULO,,
335310,ESTRADA DO M'BOI MIRIM,1662,SAO PAULO,,
335606,IMIGRANTES,15,DIADEMA,,
335629,AVENIDA NORDESTINA,3389,SAO PAULO,,
335634,"SHOPPING D  AVENIDA CRUZEIRO DO SUL, 1100",1,SAO PAULO,,
335697,ESTRADA DE ITAPECERICA,2508,EMBU DAS ARTES,,
335864,"SAO PAULO AIRPORT MARRIOTT HOTEL  AVE, AVENIDA MIN E",,GUARULHOS,,
336017,RUA ERNEST RENAM,10,SAO PAULO,,
336054,IMIGRANTES,10,DIADEMA,,
336378,RETORNO AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CAS,2979,GUARULHOS,,
336641,RUA CAPITAO JOSE GALO,1363,RIBEIRAO PIRES,,
336670,ACESSO AVENIDA ALCANTARA MACHADO,,SAO PAULO,,
336682,SP 015,,SAO PAULO,,
336860,ESTRADA DE ITAPECERICA,3516,SAO PAULO,,
336912,ACESSO AVENIDA PROFESSOR FRANCISCO MORATO,100,SAO PAULO,,
337128,RUA GERALDO ALVES DE CARVALHO,332,SAO PAULO,,
337135,AVENIDA JOAO FIRMINO,1520,SAO BERNARDO DO CAMPO,,
337169,AVENIDA MARECHAL TITO,100,SAO PAULO,,
337556,SP,,SAO PAULO,,
337569,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,1300,DIADEMA,,
337619,SP 330,10,SAO PAULO,,
337649,VIADUTO  MARIO COVAS,,SAO PAULO,,
337656,ACESSO AVENIDA PADRE ANCHIETA,10,SAO BERNARDO DO CAMPO,,
337775,AVENIDA JOSE PINHEIRO BORGES,4993,SAO PAULO,,
337777,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,1,OSASCO,,
337809,AVENIDA JOSE PINHEIRO BORGES,4993,SAO PAULO,,
338027,RUA IBIS DOURADO,39,FRANCO DA ROCHA,,
338067,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,,SAO PAULO,,
338100,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
338271,AVENIDA IPIRANGA,210,SAO PAULO,,
338352,IMIGRANTES,110,SAO PAULO,,
338495,"ROLDAO ATACADISTA  ESTR MUN DOS ABREUS, 45",1,FRANCO DA ROCHA,,
338637,AVENIDA IMIRIM,,SAO PAULO,,
338992,PARQUE RAPOSO TAVARES,1,SAO PAULO,,
338996,RUA DAS TRES MARIAS,6880,ITAPECERICA DA SERRA,,
339342,SP 070,1,GUARULHOS,,
339607,PONTE VILA MARIA,1,SAO PAULO,,
339633,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO,,
340424,ESTRADA KEISHI MATSUMOTO,1725,EMBU DAS ARTES,,
340431,RUA PROFESSOR ARNALDO JOAO SEMERARO,436,SAO PAULO,,
340567,ACESSO AVENIDA ALCANTARA MACHADO,100,SAO PAULO,,
340601,AVENIDA PROFESSOR FRANCISCO MORATO,120,SAO PAULO,,
340801,AVENIDA DOUTOR ANTONIO MARIA LAET,1,SAO PAULO,,
340867,AVENIDA DOUTOR RICARDO JAFET,810,SAO PAULO,,
341080,RUA JOAO CORDEIRO,593,SAO PAULO,,
341168,RUA JOSE CHURRIGUERA,70,SAO PAULO,,
341321,AVENIDA DAS JUNTAS PROVISORIAS,100,SAO PAULO,,
341600,RUA ANDRE BEAUNEVEU,100,SAO PAULO,,
341648,SP 029,32,JANDIRA,,
341732,VIADUTO MINISTRO ALIOMAR BALEEIRO,1,SAO PAULO,,
341824,AVENIDA ROBERT KENNEDY,3686,SAO PAULO,,
341828,ACESSO AVENIDA DOUTOR ABRAAO RIBEIRO,247,SAO PAULO,,
342034,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
342139,AVENIDA SEN TEOTONIO VILELA  AV SEN TEOTONIO VILEL,2212,SAO PAULO,,
342634,SP 270,,SAO PAULO,,
343114,RUA DOUTOR SENG,85,SAO PAULO,,
343130,AVENIDA TENENTE MARQUES,2805,CAJAMAR,,
343139,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
343184,AVENIDA DOM PEDRO II,100,SANTO ANDRE,,
343279,SP 274,1,BARUERI,,
343304,PRACA NOVO MUNDO,100,SAO PAULO,,
343382,AVENIDA CONDE DE FRONTIN,2900,SAO PAULO,,
343490,ACESSO AVENIDA PADRE ANCHIETA,1,SAO BERNARDO DO CAMPO,,
343492,AVENIDA RIO BRANCO,,SAO PAULO,,
343723,AVENIDA MARGINAL,,SAO PAULO,,
344236,ALAMEDA ARAGUAIA,2049,BARUERI,,
344265,ACESSO  MARIO COVAS,17,SAO PAULO,,
344497,ACESSO  MARIO COVAS,1,SAO PAULO,,
344756,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO",,SAO PAULO,,
344829,PONTE DA VILA GUILHERME,100,SAO PAULO,,
345064,SP 015,101,SAO PAULO,,
345316,SP 029,30,JANDIRA,,
345577,AVENIDA GUARAPIRANGA,100,SAO PAULO,,
345724,AVENIDA MARGINAL DO RIBEIRAO,4430,CARAPICUIBA,,
345869,RUA JOAQUINA DE JESUS,10,GUARULHOS,,
346003,AVENIDA YOJIRO TAKAOKA,1000,BARUERI,,
346171,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,21,SAO PAULO,,
346733,RUA MARECHAL DEODORO,500,SAO BERNARDO DO CAMPO,,
346955,ESTRADA DO M'BOI MIRIM,5203,SAO PAULO,,
346970,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10,SAO PAULO,,
347037,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO,,
347264,VIADUTO MINISTRO ALIOMAR BALEEIRO,100,SAO PAULO,,
347304,ESTRADA DE ITAPECERICA,23480,SAO PAULO,,
347392,ACESSO DOUTOR EDUARDO COTCHING,1637,SAO PAULO,,
347506,AVENIDA GUARAPIRANGA,100,SAO PAULO,,
348064,AVENIDA NATALIA ZARIF,100,GUARULHOS,,
348245,AVENIDA MARGINAL DO RIBEIRAO,2650,CARAPICUIBA,,
348646,RUA CAIO GRACCO,,SAO PAULO,,
348786,AVENIDA CRUZEIRO DO SUL,1677,OSASCO,,
349256,AVENIDA ELISEU DE ALMEIDA,,SAO PAULO,,
349562,RUA FRANCISCO RABELO,977,SAO PAULO,,
349735,AVENIDA ISALTINO VICTOR DE MORAES,100,EMBU DAS ARTES,,
349870,TERMINAL URBANO PIMENTAS  ESTR JUSCELINO KUBTISC,10,GUARULHOS,,
349940,CENTRAL PLAZA SHOPPING  AVENIDA DR FRANCISCO MESQUIT,10,SAO PAULO,,
350490,AVENIDA PROFESSOR FRANCISCO MORATO,3228,SAO PAULO,,
350639,AVENIDA ELISEU DE ALMEIDA,1,SAO PAULO,,
351090,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
351106,RUA GEOVANE DA CONEGLIANO,305,SAO PAULO,,
351117,ACESSO AVENIDA NOSSA SENHORA DO SABARA,250,SAO PAULO,,
351229,SP 230,1,EMBU DAS ARTES,,
351253,AVENIDA PORTUGAL,300,SAO PAULO,,
351318,ESTRADA ITAPECERICA A CAMPO LIMPO,2421,EMBU DAS ARTES,,
351643,AVENIDA PROFESSOR VICENTE RAO,100,SAO PAULO,,
351686,AVENIDA ORDEM E PROGRESSO,798,SAO PAULO,,
351718,ACESSO  MARIO COVAS,93,SAO PAULO,,
351787,PARQUE DOM PEDRO  CENTRO  PARQUE DOM PEDRO  CEN,100,SAO PAULO,,
351804,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,,SAO PAULO,,
352292,ACESSO  MARIO COVAS,100,SAO PAULO,,
352748,PRACA GEOVANE BREDA,200,SAO BERNARDO DO CAMPO,,
352828,AVENIDA DO ESTADO,8766,SAO PAULO,,
352943,AVENIDA VINTE E TRES DE MAIO,1300,SAO PAULO,,
353231,RUA ORESTES BARBOSA,153,SAO PAULO,,
353332,ACESSO  MARIO COVAS,24,SAO PAULO,,
353355,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
353384,ACESSO SALIM FARAH MALUF,2500,SAO PAULO,,
353570,AVENIDA FRANCISCO RODRIGUES FILHO,1,MOGI DAS CRUZES,,
353573,RUA CAPITAO JOSE GALO,1364,RIBEIRAO PIRES,,
353745,IMIGRANTES,12,SAO PAULO,,
353769,ESTRADA DA RESSACA,1,EMBU DAS ARTES,,
353780,RUA ORLANDO CHIODI,100,SAO PAULO,,
353821,TERMINAL SACOMA  RUA BOM PASTOR 3000,,SAO PAULO,,
353843,IMIGRANTES,1,SAO PAULO,,
354353,RUA ALFREDO PUJOL,,SAO PAULO,,
354642,AVENIDA BARAO DE MAUA,1891,MAUA,,
354704,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,2245,SAO PAULO,,
354820,AVENIDA ROBERT KENNEDY,4000,SAO PAULO,,
355127,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,1,GUARULHOS,,
355144,ACESSO AVENIDA GIOVANNI GRONCHI,1,SAO PAULO,,
355147,SP 230,93,TABOAO DA SERRA,,
355167,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,10,SAO PAULO,,
355236,AVENIDA PRESTES MAIA,700,SAO PAULO,,
355498,ESTRADA DA BARONESA,1695,SAO PAULO,,
355547,AVENIDA DOUTOR ANTONIO MARIA LAET,100,SAO PAULO,,
355771,PARQUE RAPOSO TAVARES,26,SAO PAULO,,
356537,AVENIDA DOS OURIVES,100,SAO PAULO,,
356622,AVENIDA PIRACEMA,600,BARUERI,,
356949,COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR,1,SAO PAULO,,
357040,ACESSO SALIM FARAH MALUF,1,SAO PAULO,,
357177,RUA ARQUITETO JAIME FONSECA RODRIGUES,203,SAO PAULO,,
357202,AVENIDA JACUPESSEGO,100,SAO PAULO,,
357221,"CEMITERIO MUNICIPAL ALVARO QUINTERO VIEIRA  S/N,",774,BARUERI,,
357540,RUA PASQUALE GALUPI,,SAO PAULO,,
357544,AVENIDA JACUPESSEGO,100,SAO PAULO,,
357757,AVENIDA SANTO AMARO,5241,SAO PAULO,,
358029,AVENIDA ITALO ADAMI,1,ITAQUAQUECETUBA,,
358155,RUA GALIA,477,CARAPICUIBA,,
358163,AVENIDA ERMANO MARCHETTI,1558,SAO PAULO,,
358240,AVENIDA DOS BANDEIRANTES,10,SAO PAULO,,
358756,RUA MIRANDINHA,100,SAO PAULO,,
358781,RUA JOAQUIM GUIMARAES,62,SAO BERNARDO DO CAMPO,,
359422,PONTE ENGENHEIRO ROBERTO ROSSI ZUCCOLO  PONTE ENG,,SAO PAULO,,
359773,RUA DOS TEXTEIS,2705,SAO PAULO,,
359834,RUA SAO CAMILO,2400,COTIA,,
360079,RUA JOSE BENEDITO BONELI,100,SAO PAULO,,
360448,SP 230,10,TABOAO DA SERRA,,
360477,"TERMINAL CAMPO LIMPO  ESTR DO CAMPO LIMPO, 3401",3,SAO PAULO,,
360485,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
360492,AVENIDA SENADOR TEOTONIO VILELA,656,SAO PAULO,,
360503,AVENIDA JOAO XXIII,1957,SAO PAULO,,
361226,AVENIDA ANTONIO CANDIDO MACHADO,100,CAJAMAR,,
361350,ACESSO CUPECE,5866,SAO PAULO,,
361522,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO,,
361900,PARQUE RAPOSO TAVARES,11,SAO PAULO,,
362722,RUA DOZE DE JUNHO,240,GUARULHOS,,
362792,"JOSE BONIFACIO  AVENIDA NAGIB FARAH MALUF, 1500",1000,SAO PAULO,,
363145,RUA ESTADOS UNIDOS,340,DIADEMA,,
363209,ESTRADA MONT SERRAT,100,CAJAMAR,,
363232,AVENIDA SENADOR TEOTONIO VILELA,10,SAO PAULO,,
363314,AVENIDA ROBERT KENNEDY,1000,SAO PAULO,,
363462,AVENIDA PROFESSOR ABRAAO DE MORAIS,100,SAO PAULO,,
363510,VIADUTO MINISTRO ALIOMAR BALEEIRO,10,SAO PAULO,,
363666,RUA DAS AMEIXEIRAS,100,SAO PAULO,,
363721,ACESSO  MARIO COVAS,10,SAO PAULO,,
363737,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10,SAO PAULO,,
363848,RUA ENGENHEIRO OSCAR AMERICANO,100,SAO PAULO,,
363941,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,1,SAO PAULO,,
364156,RUA PROFESSORA HELOISA CARNEIRO,446,SAO PAULO,,
364186,AVENIDA PAULISTA,,SAO PAULO,,
364230,ACESSO AVENIDA VINTE E TRES DE MAIO,100,SAO PAULO,,
364259,AVENIDA MARGINAL DO RIBEIRAO,2650,CARAPICUIBA,,
364266,ESTRADA DO M'BOI MIRIM,753,SAO PAULO,,
364316,RUA AIDA,100,SAO PAULO,,
364423,RUA ALAGOAS,,SAO PAULO,,
364744,VIADUTO DO CHA,1,SAO PAULO,,
364776,AVENIDA REBOUCAS,,SAO PAULO,,
364846,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
364985,PARQUE RAPOSO TAVARES,21,SAO PAULO,,
365058,AVENIDA MARGINAL,100,OSASCO,,
365144,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,4477,SAO PAULO,,
365712,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO",,SAO PAULO,,
365964,BR 381,146,SAO PAULO,,
366031,AVENIDA PROFESSOR ABRAAO DE MORAIS,100,SAO PAULO,,
366053,RUA LEME DA SILVA,48,SAO PAULO,,
366155,RUA JURUBATUBA,1709,SAO BERNARDO DO CAMPO,,
366186,ACESSO 15 DE NOVEMBRO,173,FERRAZ DE VASCONCELOS,,
366552,SP 019,2,GUARULHOS,,
366605,AVENIDA MARGINAL,100,CARAPICUIBA,,
366718,ESTRADA MORRO GRANDE,1894,COTIA,,
367226,ACESSO  MARIO COVAS,1,SAO PAULO,,
367510,AVENIDA PROFESSOR PAPINI,221,SAO PAULO,,
367515,PRACA NOVE DE JULHO,87,GUARAREMA,,
367529,AVENIDA CASA GRANDE,2571,DIADEMA,,
367635,PARQUE RAPOSO TAVARES,29,SAO PAULO,,
367670,PARQUE RAPOSO TAVARES,1617,SAO PAULO,,
367696,RUA ZACARIAS DE GOES,628,SAO PAULO,,
367867,VIADUTO SAO CARLOS,100,SAO PAULO,,
368140,AVENIDA CORIFEU DE AZEVEDO MARQUES,3200,SAO PAULO,,
368414,IMIGRANTES,19,DIADEMA,,
368459,ACESSO PARA RUA ENGENHEIRO LEON PSANGUEVICHI,100,COTIA,,
368511,RUA FUNCHAL,651,SAO PAULO,,
368517,AVENIDA JOAO DE ANDRADE,1800,OSASCO,,
368620,ESTRADA DOS ALVARENGAS,6015,SAO BERNARDO DO CAMPO,,
368827,ESTRADA DO PEDROSO,1306,SANTO ANDRE,,
368828,"METRO CAPAO REDONDO  AVENIDA CARLOS CALDEIRA FILHO, 4",100,SAO PAULO,,
368853,VIADUTO DOS TRABALHADORES,1,BARUERI,,
369217,RUA PAULINO VITAL DE MORAIS,3947,SAO PAULO,,
369370,AVENIDA PADRE JOSE MARIA,10,SAO PAULO,,
369397,IMIGRANTES,16,DIADEMA,,
369591,AVENIDA RIO DAS PEDRAS,,SAO PAULO,,
369776,AVENIDA JACUPESSEGO,500,SAO PAULO,,
369952,RUA TIRADENTES,1599,DIADEMA,,
370317,PRACA GEOVANE BREDA,1876,SAO BERNARDO DO CAMPO,,
370354,RUA DOS MUTIRANTES,,SAO PAULO,,
370416,SP 015,613,SAO PAULO,,
370493,AVENIDA HEBE CAMARGO,160,SAO PAULO,,
370532,"AVENIDA DOS BANDEIRANTES  AV DOS BANDEIRANTES, SAO P",294,SAO PAULO,,
370544,VIADUTO JULIO MESQUITA FILHO,10,SAO PAULO,,
370566,RUA MELO FREIRE,,SAO PAULO,,
370712,RUA VICTORIO SANTIM,645,SAO PAULO,,
370720,VIADUTO JULIO DE MESQUITA FILHO  VIADUTO JULIO DE,234,SAO PAULO,,
370732,RUA MELO FREIRE,1000,SAO PAULO,,
370786,AVENIDA DO CURSINO,1366,SAO PAULO,,
370985,RUA FERNANDES MOREIRA,100,SAO PAULO,,
371152,AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS,3298,SAO PAULO,,
371251,ACESSO SALIM FARAH MALUF,2400,SAO PAULO,,
371272,AVENIDA BRIGADEIRO FARIA LIMA,1663,SAO PAULO,,
371347,ACESSO AVENIDA SANTOS DUMONT,1,SAO PAULO,,
371540,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,100,GUARULHOS,,
371776,AVENIDA NOSSA SENHORA DO SABARA,1846,SAO PAULO,,
371837,AVENIDA PARADA PINTO,100,SAO PAULO,,
371963,AVENIDA DEPUTADO EMILIO CARLOS,100,CARAPICUIBA,,
372224,AVENIDA MARGINAL DO RIBEIRAO,5600,CARAPICUIBA,,
372233,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU",,SAO PAULO,,
372455,AVENIDA DONA BELMIRA MARIN,318,SAO PAULO,,
373228,RUA CONSELHEIRO MOREIRA DE BARROS,4182,SAO PAULO,,
373278,"PRACA SAMUEL SABATINI  PRACA SAMUEL SABATINI, SAO",150,SAO BERNARDO DO CAMPO,,
373280,AVENIDA GUARAPIRANGA,100,SAO PAULO,,
373301,RUA HEITOR DA CUNHA BRAGA,1305,BIRITIBA MIRIM,,
373317,AVENIDA DOUTOR ASSIS RIBEIRO,1,SAO PAULO,,
373477,RUA IBIZA,1,SAO PAULO,,
373499,MOGIDUTRA,77,MOGI DAS CRUZES,,
373549,AVENIDA GUPE,10767,BARUERI,,
373684,PONTE DO SOCORRO,45,SAO PAULO,,
373794,RUA JOSE GALLUCCI,1471,MOGI DAS CRUZES,,
373906,RUA JOAO DOMINGUES DE OLIVEIRA,10,RIBEIRAO PIRES,,
373924,AVENIDA WASHINGTON LUIS,5670,SAO PAULO,,
373981,ESTRADA PEDREIRA ALVARENGA,2443,DIADEMA,,
373986,SP 066,10,ITAQUAQUECETUBA,,
374387,AVENIDA ARICANDUVA,11000,SAO PAULO,,
374428,AVENIDA EUSEBIO MATOSO,,SAO PAULO,,
374757,VIADUTO RUA PAULO AIRES,50,TABOAO DA SERRA,,
375179,SP 031,3860,SUZANO,,
375332,"ESTACAO CALMON VIANA  AVENIDA BRASIL, 198",1218,POA,,
375565,SP 031,2278,RIBEIRAO PIRES,,
375616,ALAMEDA SANTOS,,SAO PAULO,,
375696,"SHOPPING LESTE ARICANDUVA  AVENIDA ARICANDUVA, 55",1,SAO PAULO,,
375795,RUA SANTA CRUZ,100,SAO PAULO,,
375935,VIADUTO ENGENHEIRO ALBERTO BADRA,1,SAO PAULO,,
375998,AVENIDA PROFESSOR FRANCISCO MORATO,100,SAO PAULO,,
376078,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
376166,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
376228,AVENIDA ITAMARATI,,SANTO ANDRE,,
376657,RUA DO GASOMETRO,27,SAO PAULO,,
376913,AVENIDA MARGINAL DO RIBEIRAO,4836,CARAPICUIBA,,
377160,ALAMEDA AMAZONAS,282,BARUERI,,
377161,VIADUTO ALCANTARA MACHADO  MOOCA  VIADUTO ALCANT,479,SAO PAULO,,
377590,IMIGRANTES,10,SAO PAULO,,
71,RUA CONCEICAO BORREIRO PERES,,CAIEIRAS,,
226,VIADUTO JOAQUIM ANTUNES DA SILVA,,BARUERI,,
227,RUA MARCO ANTONIO CALEGARI,,BARUERI,,
389,SP 015,,SAO PAULO,,
417,AVENIDA NATALIA ZARIF,,GUARULHOS,,
539,AVENIDA MARCO ANTONIO CALEGARI,,BARUERI,,
613,AVENIDA DOUTOR DIB SAUAIA NETO,,BARUERI,,
1004,RUA CASTELO DE LECA,,SAO PAULO,,
1038,AVENIDA RUBEM BERTA,,SAO PAULO,,
1067,RUA OLGA ARTACHO,,SAO PAULO,,
1090,ESTRADA DE ITAPECERICA,,SAO PAULO,,
1283,AVENIDA ARMANDO BEI,,GUARULHOS,,
1322,RUA ORFILIA,,SAO PAULO,,
1412,RUA MARINGA,,SAO BERNARDO DO CAMPO,,
1468,AVENIDA JAGUARI,,SANTANA DE PARNAIBA,,
1537,ESTRADA DO CAPUTERA,"313,0",COTIA,,
