,Logradouro,Numero/KM,Município
52866,AVENIDA PROFESSOR FRANCISCO MORATO,120,SAO PAULO
52882,AVENIDA DOUTOR ANTONIO MARIA LAET,1,SAO PAULO
52886,AVENIDA DOUTOR RICARDO JAFET,810,SAO PAULO
52954,RUA JOAO CORDEIRO,593,SAO PAULO
52961,RUA JOSE CHURRIGUERA,70,SAO PAULO
52973,AVENIDA DAS JUNTAS PROVISORIAS,100,SAO PAULO
53035,RUA ANDRE BEAUNEVEU,100,SAO PAULO
53036,SP 029,32,JANDIRA
53047,VIADUTO MINISTRO ALIOMAR BALEEIRO,1,SAO PAULO
53055,AVENIDA ROBERT KENNEDY,3686,SAO PAULO
53056,ACESSO AVENIDA DOUTOR ABRAAO RIBEIRO,247,SAO PAULO
53105,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
53106,AVENIDA SEN TEOTONIO VILELA  AV SEN TEOTONIO VILEL,2212,SAO PAULO
53150,SP 270,,SAO PAULO
53217,RUA DOUTOR SENG,85,SAO PAULO
53218,AVENIDA TENENTE MARQUES,2805,CAJAMAR
53219,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA
53224,AVENIDA DOM PEDRO II,100,SANTO ANDRE
53235,SP 274,1,BARUERI
53238,PRACA NOVO MUNDO,100,SAO PAULO
53243,AVENIDA CONDE DE FRONTIN,2900,SAO PAULO
53248,ACESSO AVENIDA PADRE ANCHIETA,1,SAO BERNARDO DO CAMPO
53249,AVENIDA RIO BRANCO,,SAO PAULO
53309,AVENIDA MARGINAL,,SAO PAULO
53388,ALAMEDA ARAGUAIA,2049,BARUERI
53390,ACESSO  MARIO COVAS,17,SAO PAULO
53409,ACESSO  MARIO COVAS,1,SAO PAULO
53473,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO",,SAO PAULO
53483,PONTE DA VILA GUILHERME,100,SAO PAULO
53501,SP 015,101,SAO PAULO
53560,SP 029,30,JANDIRA
53575,AVENIDA GUARAPIRANGA,100,SAO PAULO
53626,AVENIDA MARGINAL DO RIBEIRAO,4430,CARAPICUIBA
53633,RUA JOAQUINA DE JESUS,10,GUARULHOS
53642,AVENIDA YOJIRO TAKAOKA,1000,BARUERI
53676,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,21,SAO PAULO
53759,RUA MARECHAL DEODORO,500,SAO BERNARDO DO CAMPO
53771,ESTRADA DO M'BOI MIRIM,5203,SAO PAULO
53773,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10,SAO PAULO
53778,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO
53838,VIADUTO MINISTRO ALIOMAR BALEEIRO,100,SAO PAULO
53842,ESTRADA DE ITAPECERICA,23480,SAO PAULO
53847,ACESSO DOUTOR EDUARDO COTCHING,1637,SAO PAULO
53857,AVENIDA GUARAPIRANGA,100,SAO PAULO
53962,AVENIDA NATALIA ZARIF,100,GUARULHOS
53979,AVENIDA MARGINAL DO RIBEIRAO,2650,CARAPICUIBA
54024,RUA CAIO GRACCO,,SAO PAULO
54046,AVENIDA CRUZEIRO DO SUL,1677,OSASCO
54093,AVENIDA ELISEU DE ALMEIDA,,SAO PAULO
54116,RUA FRANCISCO RABELO,977,SAO PAULO
54149,AVENIDA ISALTINO VICTOR DE MORAES,100,EMBU DAS ARTES
54159,TERMINAL URBANO PIMENTAS  ESTR JUSCELINO KUBTISC,10,GUARULHOS
54162,CENTRAL PLAZA SHOPPING  AVENIDA DR FRANCISCO MESQUIT,10,SAO PAULO
54245,AVENIDA PROFESSOR FRANCISCO MORATO,3228,SAO PAULO
54251,AVENIDA ELISEU DE ALMEIDA,1,SAO PAULO
54318,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
54319,RUA GEOVANE DA CONEGLIANO,305,SAO PAULO
54321,ACESSO AVENIDA NOSSA SENHORA DO SABARA,250,SAO PAULO
54359,SP 230,1,EMBU DAS ARTES
54361,AVENIDA PORTUGAL,300,SAO PAULO
54368,ESTRADA ITAPECERICA A CAMPO LIMPO,2421,EMBU DAS ARTES
54420,AVENIDA PROFESSOR VICENTE RAO,100,SAO PAULO
54422,AVENIDA ORDEM E PROGRESSO,798,SAO PAULO
54423,ACESSO  MARIO COVAS,93,SAO PAULO
54431,PARQUE DOM PEDRO  CENTRO  PARQUE DOM PEDRO  CEN,100,SAO PAULO
54432,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,,SAO PAULO
54494,ACESSO  MARIO COVAS,100,SAO PAULO
54549,PRACA GEOVANE BREDA,200,SAO BERNARDO DO CAMPO
54556,AVENIDA DO ESTADO,8766,SAO PAULO
54561,AVENIDA VINTE E TRES DE MAIO,1300,SAO PAULO
54605,RUA ORESTES BARBOSA,153,SAO PAULO
54614,ACESSO  MARIO COVAS,24,SAO PAULO
54615,AVENIDA SALIM FARAH MALUF,100,SAO PAULO
54617,ACESSO SALIM FARAH MALUF,2500,SAO PAULO
54627,AVENIDA FRANCISCO RODRIGUES FILHO,1,MOGI DAS CRUZES
54628,RUA CAPITAO JOSE GALO,1364,RIBEIRAO PIRES
54692,IMIGRANTES,12,SAO PAULO
54693,ESTRADA DA RESSACA,1,EMBU DAS ARTES
54696,RUA ORLANDO CHIODI,100,SAO PAULO
54699,TERMINAL SACOMA  RUA BOM PASTOR 3000,,SAO PAULO
54703,IMIGRANTES,1,SAO PAULO
54786,RUA ALFREDO PUJOL,,SAO PAULO
54846,AVENIDA BARAO DE MAUA,1891,MAUA
54852,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,2245,SAO PAULO
54863,AVENIDA ROBERT KENNEDY,4000,SAO PAULO
54926,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,1,GUARULHOS
54930,ACESSO AVENIDA GIOVANNI GRONCHI,1,SAO PAULO
54932,SP 230,93,TABOAO DA SERRA
54934,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,10,SAO PAULO
54942,AVENIDA PRESTES MAIA,700,SAO PAULO
55000,ESTRADA DA BARONESA,1695,SAO PAULO
55001,AVENIDA DOUTOR ANTONIO MARIA LAET,100,SAO PAULO
55015,PARQUE RAPOSO TAVARES,26,SAO PAULO
55115,AVENIDA DOS OURIVES,100,SAO PAULO
55118,AVENIDA PIRACEMA,600,BARUERI
55184,COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR,1,SAO PAULO
55189,ACESSO SALIM FARAH MALUF,1,SAO PAULO
55197,RUA ARQUITETO JAIME FONSECA RODRIGUES,203,SAO PAULO
55200,AVENIDA JACUPESSEGO,100,SAO PAULO
55203,"CEMITERIO MUNICIPAL ALVARO QUINTERO VIEIRA  S/N,",774,BARUERI
55257,RUA PASQUALE GALUPI,,SAO PAULO
55259,AVENIDA JACUPESSEGO,100,SAO PAULO
55312,AVENIDA SANTO AMARO,5241,SAO PAULO
55331,AVENIDA ITALO ADAMI,1,ITAQUAQUECETUBA
55375,RUA GALIA,477,CARAPICUIBA
55377,AVENIDA ERMANO MARCHETTI,1558,SAO PAULO
55382,AVENIDA DOS BANDEIRANTES,10,SAO PAULO
55455,RUA MIRANDINHA,100,SAO PAULO
55456,RUA JOAQUIM GUIMARAES,62,SAO BERNARDO DO CAMPO
55525,PONTE ENGENHEIRO ROBERTO ROSSI ZUCCOLO  PONTE ENG,,SAO PAULO
55593,RUA DOS TEXTEIS,2705,SAO PAULO
55598,RUA SAO CAMILO,2400,COTIA
55617,RUA JOSE BENEDITO BONELI,100,SAO PAULO
55705,SP 230,10,TABOAO DA SERRA
55708,"TERMINAL CAMPO LIMPO  ESTR DO CAMPO LIMPO, 3401",3,SAO PAULO
55709,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
55710,AVENIDA SENADOR TEOTONIO VILELA,656,SAO PAULO
55712,AVENIDA JOAO XXIII,1957,SAO PAULO
55831,AVENIDA ANTONIO CANDIDO MACHADO,100,CAJAMAR
55840,ACESSO CUPECE,5866,SAO PAULO
55856,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO
55914,PARQUE RAPOSO TAVARES,11,SAO PAULO
56020,RUA DOZE DE JUNHO,240,GUARULHOS
56024,"JOSE BONIFACIO  AVENIDA NAGIB FARAH MALUF, 1500",1000,SAO PAULO
56094,RUA ESTADOS UNIDOS,340,DIADEMA
56095,ESTRADA MONT SERRAT,100,CAJAMAR
56099,AVENIDA SENADOR TEOTONIO VILELA,10,SAO PAULO
56108,AVENIDA ROBERT KENNEDY,1000,SAO PAULO
56122,AVENIDA PROFESSOR ABRAAO DE MORAIS,100,SAO PAULO
56126,VIADUTO MINISTRO ALIOMAR BALEEIRO,10,SAO PAULO
56184,RUA DAS AMEIXEIRAS,100,SAO PAULO
56188,ACESSO  MARIO COVAS,10,SAO PAULO
56191,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10,SAO PAULO
56200,RUA ENGENHEIRO OSCAR AMERICANO,100,SAO PAULO
56207,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,1,SAO PAULO
56250,RUA PROFESSORA HELOISA CARNEIRO,446,SAO PAULO
56251,AVENIDA PAULISTA,,SAO PAULO
56255,ACESSO AVENIDA VINTE E TRES DE MAIO,100,SAO PAULO
56259,AVENIDA MARGINAL DO RIBEIRAO,2650,CARAPICUIBA
56262,ESTRADA DO M'BOI MIRIM,753,SAO PAULO
56265,RUA AIDA,100,SAO PAULO
56270,RUA ALAGOAS,,SAO PAULO
56327,VIADUTO DO CHA,1,SAO PAULO
56329,AVENIDA REBOUCAS,,SAO PAULO
56334,AVENIDA SALIM FARAH MALUF,100,SAO PAULO
56385,PARQUE RAPOSO TAVARES,21,SAO PAULO
56390,AVENIDA MARGINAL,100,OSASCO
56399,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,4477,SAO PAULO
56473,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO",,SAO PAULO
56517,BR 381,146,SAO PAULO
56521,AVENIDA PROFESSOR ABRAAO DE MORAIS,100,SAO PAULO
56522,RUA LEME DA SILVA,48,SAO PAULO
56531,RUA JURUBATUBA,1709,SAO BERNARDO DO CAMPO
56534,ACESSO 15 DE NOVEMBRO,173,FERRAZ DE VASCONCELOS
56590,SP 019,2,GUARULHOS
56594,AVENIDA MARGINAL,100,CARAPICUIBA
56601,ESTRADA MORRO GRANDE,1894,COTIA
56667,ACESSO  MARIO COVAS,1,SAO PAULO
56715,AVENIDA PROFESSOR PAPINI,221,SAO PAULO
56716,PRACA NOVE DE JULHO,87,GUARAREMA
56717,AVENIDA CASA GRANDE,2571,DIADEMA
56727,PARQUE RAPOSO TAVARES,29,SAO PAULO
56731,PARQUE RAPOSO TAVARES,1617,SAO PAULO
56734,RUA ZACARIAS DE GOES,628,SAO PAULO
56786,VIADUTO SAO CARLOS,100,SAO PAULO
56803,AVENIDA CORIFEU DE AZEVEDO MARQUES,3200,SAO PAULO
56860,IMIGRANTES,19,DIADEMA
56863,ACESSO PARA RUA ENGENHEIRO LEON PSANGUEVICHI,100,COTIA
56867,RUA FUNCHAL,651,SAO PAULO
56869,AVENIDA JOAO DE ANDRADE,1800,OSASCO
56877,ESTRADA DOS ALVARENGAS,6015,SAO BERNARDO DO CAMPO
56922,ESTRADA DO PEDROSO,1306,SANTO ANDRE
56923,"METRO CAPAO REDONDO  AVENIDA CARLOS CALDEIRA FILHO, 4",100,SAO PAULO
56928,VIADUTO DOS TRABALHADORES,1,BARUERI
56974,RUA PAULINO VITAL DE MORAIS,3947,SAO PAULO
56983,AVENIDA PADRE JOSE MARIA,10,SAO PAULO
56987,IMIGRANTES,16,DIADEMA
56999,AVENIDA RIO DAS PEDRAS,,SAO PAULO
57046,AVENIDA JACUPESSEGO,500,SAO PAULO
57063,RUA TIRADENTES,1599,DIADEMA
57130,PRACA GEOVANE BREDA,1876,SAO BERNARDO DO CAMPO
57134,RUA DOS MUTIRANTES,,SAO PAULO
57137,SP 015,613,SAO PAULO
57142,AVENIDA HEBE CAMARGO,160,SAO PAULO
57145,"AVENIDA DOS BANDEIRANTES  AV DOS BANDEIRANTES, SAO P",294,SAO PAULO
57147,VIADUTO JULIO MESQUITA FILHO,10,SAO PAULO
57148,RUA MELO FREIRE,,SAO PAULO
57201,RUA VICTORIO SANTIM,645,SAO PAULO
57202,VIADUTO JULIO DE MESQUITA FILHO  VIADUTO JULIO DE,234,SAO PAULO
57203,RUA MELO FREIRE,1000,SAO PAULO
57212,AVENIDA DO CURSINO,1366,SAO PAULO
57225,RUA FERNANDES MOREIRA,100,SAO PAULO
57276,AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS,3298,SAO PAULO
57285,ACESSO SALIM FARAH MALUF,2400,SAO PAULO
57286,AVENIDA BRIGADEIRO FARIA LIMA,1663,SAO PAULO
57294,ACESSO AVENIDA SANTOS DUMONT,1,SAO PAULO
57340,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,100,GUARULHOS
57362,AVENIDA NOSSA SENHORA DO SABARA,1846,SAO PAULO
57368,AVENIDA PARADA PINTO,100,SAO PAULO
57415,AVENIDA DEPUTADO EMILIO CARLOS,100,CARAPICUIBA
57431,AVENIDA MARGINAL DO RIBEIRAO,5600,CARAPICUIBA
57432,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU",,SAO PAULO
57469,AVENIDA DONA BELMIRA MARIN,318,SAO PAULO
57547,RUA CONSELHEIRO MOREIRA DE BARROS,4182,SAO PAULO
57550,"PRACA SAMUEL SABATINI  PRACA SAMUEL SABATINI, SAO",150,SAO BERNARDO DO CAMPO
57551,AVENIDA GUARAPIRANGA,100,SAO PAULO
57554,RUA HEITOR DA CUNHA BRAGA,1305,BIRITIBA MIRIM
57557,AVENIDA DOUTOR ASSIS RIBEIRO,1,SAO PAULO
57605,RUA IBIZA,1,SAO PAULO
57606,MOGIDUTRA,77,MOGI DAS CRUZES
57610,AVENIDA GUPE,10767,BARUERI
57619,PONTE DO SOCORRO,45,SAO PAULO
57627,RUA JOSE GALLUCCI,1471,MOGI DAS CRUZES
57674,RUA JOAO DOMINGUES DE OLIVEIRA,10,RIBEIRAO PIRES
57677,AVENIDA WASHINGTON LUIS,5670,SAO PAULO
57681,ESTRADA PEDREIRA ALVARENGA,2443,DIADEMA
57682,SP 066,10,ITAQUAQUECETUBA
57742,AVENIDA ARICANDUVA,11000,SAO PAULO
57748,AVENIDA EUSEBIO MATOSO,,SAO PAULO
57804,VIADUTO RUA PAULO AIRES,50,TABOAO DA SERRA
57876,SP 031,3860,SUZANO
57889,"ESTACAO CALMON VIANA  AVENIDA BRASIL, 198",1218,POA
57919,SP 031,2278,RIBEIRAO PIRES
57922,ALAMEDA SANTOS,,SAO PAULO
57929,"SHOPPING LESTE ARICANDUVA  AVENIDA ARICANDUVA, 55",1,SAO PAULO
57934,RUA SANTA CRUZ,100,SAO PAULO
57964,VIADUTO ENGENHEIRO ALBERTO BADRA,1,SAO PAULO
57966,AVENIDA PROFESSOR FRANCISCO MORATO,100,SAO PAULO
57971,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
57977,AVENIDA SALIM FARAH MALUF,100,SAO PAULO
57982,AVENIDA ITAMARATI,,SANTO ANDRE
58039,RUA DO GASOMETRO,27,SAO PAULO
58089,AVENIDA MARGINAL DO RIBEIRAO,4836,CARAPICUIBA
58121,ALAMEDA AMAZONAS,282,BARUERI
58122,VIADUTO ALCANTARA MACHADO  MOOCA  VIADUTO ALCANT,479,SAO PAULO
58160,IMIGRANTES,10,SAO PAULO
58176,RUA CONCEICAO BORREIRO PERES,,CAIEIRAS
58197,VIADUTO JOAQUIM ANTUNES DA SILVA,,BARUERI
58198,RUA MARCO ANTONIO CALEGARI,,BARUERI
58216,SP 015,,SAO PAULO
58218,AVENIDA NATALIA ZARIF,,GUARULHOS
58225,AVENIDA MARCO ANTONIO CALEGARI,,BARUERI
58235,AVENIDA DOUTOR DIB SAUAIA NETO,,BARUERI
58284,RUA CASTELO DE LECA,,SAO PAULO
58287,AVENIDA RUBEM BERTA,,SAO PAULO
58291,RUA OLGA ARTACHO,,SAO PAULO
58295,ESTRADA DE ITAPECERICA,,SAO PAULO
58316,AVENIDA ARMANDO BEI,,GUARULHOS
58321,RUA ORFILIA,,SAO PAULO
58337,RUA MARINGA,,SAO BERNARDO DO CAMPO
58348,AVENIDA JAGUARI,,SANTANA DE PARNAIBA
58352,ESTRADA DO CAPUTERA,"313,0",COTIA
58387,AVENIDA ANTONIO SILVIO CUNHA BUENO,,DIADEMA
58388,VIA UBALDO LOLI,,PIRAPORA DO BOM JESUS
58434,VICINAL DOUTOR ARTHUR ALBERTO NARDY,"10,0",BIRITIBA MIRIM
58436,TREVO DE BONSUCESSO,,GUARULHOS
58459,AVENIDA JOAO DIAS,,SAO PAULO
58474,AVENIDA ARNALDO ROJEK,,CAIEIRAS
58599,RUA EDSON DANILO DOTTO,,SAO PAULO
58654,RUA HEBE CAMARGO,,SAO PAULO
58693,AVENIDA CORONEL SEZEFREDO FAGUNDES,,SAO PAULO
58766,SP 066,,MOGI DAS CRUZES
58771,AVENIDA BARAO DE MAUA,,MAUA
58780,RUA ANGELO CREPALDI,,SUZANO
58827,ESTRADA DO ITAIM,,SAO PAULO
58832,AVENIDA LIONS,,SAO BERNARDO DO CAMPO
58846,ESTRADA DO GOPIUVA,,CARAPICUIBA
58875,AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,,ITAQUAQUECETUBA
58885,AVENIDA JUVENAL FERREIRA DOS SANTOS,,CAJAMAR
58886,AVENIDA JUVENAL FERREIRA DOS SANTOS,,CAJAMAR
58900,RUA CARDOSO MOREIRA,,SAO PAULO
58916,RUA MONET,,COTIA
58980,AVENIDA INTERLAGOS,,SAO PAULO
58982,SP 031,,SANTO ANDRE
58986,ESTRADA SAO PAULO RIO,"800,0",ITAQUAQUECETUBA
59030,RUA CARAIVA,,SAO PAULO
59041,AVENIDA PRESTES MAIA,,DIADEMA
59060,AVENIDA SENADOR TEOTONIO VILELA,"7300,0",SAO PAULO
59130,RUA FERNAO MENDES PINTO,,SAO PAULO
59205,AVENIDA SAPOPEMBA,"15708,0",SAO PAULO
59212,ESTRADA PEDREIRA,,ITAPEVI
59216,ESTRADA DE JANDIRA,,BARUERI
59226,AVENIDA JUSCELINO KUBITSCHEK,,MAUA
59345,RUA HELMUTH HANS LUZ BACCI,"1229,0",FERRAZ DE VASCONCELOS
59360,AVENIDA DOM PEDRO DE ALCANTARA,,SAO BERNARDO DO CAMPO
59385,AVENIDA PAPA JOAO PAULO I,,GUARULHOS
59495,AVENIDA JOSE DIAS DA SILVA,,BARUERI
59496,AVENIDA JOSE DIAS DA SILVA,,BARUERI
59501,ESTRADA DOS FICHERS,,COTIA
59511,RUA NOVA DO TUPAROQUERA,,SAO PAULO
59514,RUA CORREDOR OESTE,,ITAPEVI
59539,RUA JOSE PIRES DE OLIVEIRA,,VARGEM GRANDE PAULISTA
59557,RUA MARIA MINERVINA DA CONCEICAO,,SUZANO
59570,BR 381,,SAO PAULO
59579,AVENIDA CARLOS LACERDA,,SAO PAULO
59597,VIADUTO ELEVADO PRESIDENTE JOAO GOULART,,SAO PAULO
59698,BR 381,,SAO PAULO
59723,AVENIDA DOS REMEDIOS,,OSASCO
59740,AVENIDA GOVERNADOR MARIO COVAS,,ARUJA
59753,SP 312,,BARUERI
59812,AVENIDA DONA BELMIRA MARIN,,SAO PAULO
59820,ESTRADA FRANCISCO MISSE,,CAJAMAR
59838,RUA LUIS NOVI,,MAUA
59842,ESTRADA DA OLARIA,,GUARULHOS
59879,ESTRADA VELHA GUARULHOS / SAO MIGUEL,,GUARULHOS
59880,RUA FRANCISCO DA CRUZ MELLAO,,SAO PAULO
59920,RUA DOM ARMANDO LOMBARDI,,SAO PAULO
59934,RUA CORONEL SALVADOR DE MOYA,,SAO PAULO
59942,AVENIDA FERNANDO ROSSI,,POA
59944,BR 116,,GUARULHOS
60014,SP 021,,OSASCO
60220,AVENIDA LUIZ GUSHIKEN,"1651,0",SAO PAULO
60230,AVENIDA DO ESTADO,,SAO PAULO
60246,AVENIDA ESCOLA POLITECNICA,,SAO PAULO
60477,RUA GASPAR LEME,,SAO PAULO
60958,SP 015,"16,0",SAO PAULO
60997,AVENIDA DOS AUTONOMISTAS,"17,5",SAO PAULO
61189,RUA LEANDRO,"308,0",SAO PAULO
61262,AVENIDA ROBERT KENNEDY,"5900,0",SAO PAULO
61329,AVENIDA JORNALISTA ROBERTO MARINHO,,SAO PAULO
62012,ESTRADA JOSE MARQUES RIBEIRO,,CAJAMAR
62048,RUA QUINTILIANO DE MESQUITA,,SAO PAULO
62051,AVENIDA CORREDOR OESTE,,ITAPEVI
62068,RUA ABILIO CESAR,,SAO PAULO
62091,RUA LION,,SAO PAULO
62141,ACESSO VIADUTO ARICANDUVA,"10,0",SAO PAULO
62153,RUA JURUBATUBA,,SAO BERNARDO DO CAMPO
62155,AVENIDA ITAQUERA,,SAO PAULO
62167,RUA CINCO IRMAOS,,SAO PAULO
62170,AVENIDA EDUCADOR PAULO FREIRE,,GUARULHOS
62200,VIADUTO PEDRO DEL ANTONIA,,SANTO ANDRE
62204,ESTRADA DA GABIROBA,,CARAPICUIBA
62218,RUA MACIEIRA,,EMBU DAS ARTES
62251,VICINAL ENGENHEIRO RENE BENEDITO SILVA,"1,0",ITAPEVI
62289,SP 066,,ITAQUAQUECETUBA
62296,RUA PADRE VIEIRA,,SAO PAULO
62302,AVENIDA ALMIRANTE DELAMARE,,SAO PAULO
62308,AVENIDA PROFESSOR MARIO MAZAGAO,,SAO PAULO
62328,SP 021,,ITAQUAQUECETUBA
62363,AVENIDA LUIZ GUSHIKEN,"1651,0",SAO PAULO
62474,RUA DA PATRIA,,MAUA
